Aircraft_name;Legal_Basis;Aircraft_model_category;Minimum_Crew;Maximum_Passengers;MTOM_kg;ELA1_flag;ELA2_flag;Complex_aircraft;Number_of_engines;Count_of_Propellers;ICAO;Aircraft_Construction_Year;Initial_Registration_Date;Import_Previous_country;Engine_1_Manufacturer;Engine_1;Engine_2_Manufacturer;Engine_2;Engine_3_Manufacturer;Engine_3;Engine_4_Manufacturer;Engine_4;
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2003";"04.03.2010";"Austria";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2010";"08.03.2010";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2010";"08.07.2010";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2010";"22.07.2010";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2010";"08.10.2010";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2012";"10.09.2012";"Germany";"BRP - Rotax GmbH & Co.KG";"Rotax 912 ULS";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2010";"20.06.2017";"Denmark";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2006";"25.07.2006";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2006";"17.11.2006";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2006";"11.08.2006";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2006";"08.05.2006";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2006";"02.06.2006";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2006";"02.06.2006";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2006";"02.06.2006";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2006";"02.06.2006";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"518,00";"False";"False";"False";"1";"1";"ULAC";"2006";"14.03.2007";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2004";"20.09.2004";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"512,00";"False";"False";"False";"1";"1";"ULAC";"2007";"23.05.2007";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2007";"22.02.2008";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2008";"15.07.2008";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2007";"15.06.2007";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2007";"16.01.2008";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2007";"14.01.2008";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2007";"16.01.2008";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2010";"15.06.2010";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2006";"20.04.2009";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2010";"23.04.2010";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 B";"Annex I";"Ultralights";"1";"1";"495,00";"False";"False";"False";"1";"1";"ULAC";"2008";"04.03.2009";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 C";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2015";"15.05.2019";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 C";"Annex I";"Ultralights";"1";"1";"560,00";"False";"False";"False";"1";"1";"ULAC";"2020";"17.09.2020";"Germany";"";"Rotax 912 ULS";"";"";"";"";"";"";
"Ikarus C 42 C";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2013";"18.06.2013";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 C";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2013";"18.06.2013";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 C";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2013";"04.03.2013";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 CS";"Annex I";"Ultralights";"1";"1";"560,00";"False";"False";"False";"1";"1";"ULAC";"2017";"26.09.2017";"";"";"Rotax 912 ULS2";"";"";"";"";"";"";
"Ikarus C 42 Mod";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2002";"01.03.2002";"";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Ikarus C 42 Mod";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"1999";"08.01.2001";"";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"Ikarus Fox C22";"Annex I";"Ultralights";"1";"1";"360,00";"False";"False";"False";"1";"1";"ULAC";"1987";"11.09.1996";"";"Bombardier-Rotax GmbH";"Rotax 462";"";"";"";"";"";"";
"Ikarus Fox C22";"Annex I";"Ultralights";"1";"0";"360,00";"False";"False";"False";"1";"1";"ULAC";"1988";"13.07.1995";"";"Bombardier-Rotax GmbH";"Rotax 462 UL";"";"";"";"";"";"";
"J3C Mod.";"Annex I";"Airplanes";"1";"1";"550,00";"False";"False";"False";"1";"1";"J3";"1945";"14.04.1977";"";"Teledyne Continental";"Continental C-85-12F";"";"";"";"";"";"";
"J3C-65 L-4H Mod.";"Annex I";"Airplanes";"1";"1";"635,00";"False";"False";"False";"1";"1";"J3";"1944";"06.02.1989";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Jabiru J400";"Annex I";"Airplanes";"1";"3";"700,00";"False";"False";"False";"1";"1";"EXPE";"2008";"03.06.2010";"United Kingdom";"Jabiru Aircraft Pty Ltd";"Jabiru 3300";"";"";"";"";"";"";
"Jabiru SK";"Annex I";"Airplanes";"1";"1";"430,00";"False";"False";"False";"1";"1";"EXPE";"1997";"24.02.2020";"Netherlands";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Jabiru SK";"Annex I";"Airplanes";"1";"1";"544,00";"False";"False";"False";"1";"1";"EXPE";"1999";"24.01.2013";"United Kingdom";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Jabiru UL 170 ";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2007";"29.10.2013";"";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Jabiru UL 450";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2002";"18.12.2008";"Belgium";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Jabiru UL 450";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2004";"22.06.2006";"";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Jabiru UL 450 ";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2005";"19.06.2006";"";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"Jabiru UL 450 ";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2006";"29.04.2008";"";"Jabiru Aircraft Pty Ltd";"Jabiru 2200";"";"";"";"";"";"";
"JAK-52";"Annex I";"Airplanes";"1";"1";"1315,00";"False";"False";"False";"1";"1";"YK52";"1988";"19.08.2008";"United Kingdom";"[No Info - Ei tietoa]";"M14P";"";"";"";"";"";"";
"JAK-52";"Annex I";"Airplanes";"1";"1";"1315,00";"False";"False";"False";"1";"1";"YK52";"1983";"10.10.2017";"Lithuania";"[No Info - Ei tietoa]";"M14P";"";"";"";"";"";"";
"JAK-55 M";"EASA";"Airplanes";"1";"0";"970,00";"True";"False";"False";"1";"1";"EXPE";"1995";"28.09.2006";"Lithuania";"Vedeneyev";"Vedeneyev M-14P";"";"";"";"";"";"";
"Janus B";"EASA";"Gliders and Powered Gliders";"1";"1";"620,00";"True";"False";"False";"0";"";"GLID";"1979";"15.04.2005";"Germany";"";"";"";"";"";"";"";"";
"Janus C";"EASA";"Gliders and Powered Gliders";"1";"1";"700,00";"True";"False";"False";"0";"";"GLID";"1986";"04.06.1986";"Germany";"";"";"";"";"";"";"";"";
"Janus CT";"EASA";"Gliders and Powered Gliders";"1";"1";"700,00";"True";"False";"False";"1";"1";"JANU";"1992";"26.06.1992";"Germany";"Solo Kleinmotoren GmbH";"SOLO 2350";"";"";"";"";"";"";
"Janus CT";"EASA";"Gliders and Powered Gliders";"1";"1";"700,00";"True";"False";"False";"1";"1";"JANU";"1992";"29.07.1992";"Germany";"Solo Kleinmotoren GmbH";"SOLO 2350";"";"";"";"";"";"";
"JT-5";"Annex I";"Autogiros";"1";"0";"293,00";"False";"False";"False";"1";"1";"GYRO";"1987";"27.05.1997";"";"Experimental";"Volkswagen VW 1700";"";"";"";"";"";"";
"K-7 Rh”nadler";"EASA";"Gliders and Powered Gliders";"1";"1";"480,00";"True";"False";"False";"0";"";"GLID";"1963";"23.06.2004";"Denmark";"";"";"";"";"";"";"";"";
"K-8 B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1964";"09.10.1964";"";"";"";"";"";"";"";"";"";
"K-8 B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1965";"27.04.1995";"";"";"";"";"";"";"";"";"";
"K-8 B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1966";"22.05.1967";"";"";"";"";"";"";"";"";"";
"K-8 B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1966";"06.05.1968";"";"";"";"";"";"";"";"";"";
"K-8 B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1966";"02.09.1997";"";"";"";"";"";"";"";"";"";
"K-8 B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1968";"05.06.1968";"";"";"";"";"";"";"";"";"";
"K-8B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1962";"30.05.1962";"Germany";"";"";"";"";"";"";"";"";
"K-8B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1962";"27.06.1962";"";"";"";"";"";"";"";"";"";
"K-8B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1961";"03.10.1961";"Germany";"";"";"";"";"";"";"";"";
"K-8B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1963";"02.07.1963";"Germany";"";"";"";"";"";"";"";"";
"K-8B";"EASA";"Gliders and Powered Gliders";"1";"0";"310,00";"True";"False";"False";"0";"";"GLID";"1965";"08.12.2006";"Sweden";"";"";"";"";"";"";"";"";
"Ka 6 EM";"Annex I";"Gliders and Powered Gliders";"1";"0";"370,00";"False";"False";"False";"1";"1";"GLID";"1983";"11.04.1985";"";"Bombardier-Rotax GmbH";"Rotax 377";"";"";"";"";"";"";
"Ka-2b Rh”nschwalbe";"Annex I";"Gliders and Powered Gliders";"1";"1";"480,00";"False";"False";"False";"0";"";"GLID";"1956";"23.06.1997";"";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1964";"17.06.1964";"Germany";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1961";"03.02.1962";"Germany";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1965";"22.07.1965";"Germany";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1960";"13.04.1960";"";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1960";"20.05.1960";"Germany";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1960";"13.07.1960";"Germany";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1961";"23.08.1961";"Germany";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1961";"15.05.1961";"Germany";"";"";"";"";"";"";"";"";
"Ka-6CR Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1960";"13.07.1960";"Poland";"";"";"";"";"";"";"";"";
"Ka-6E Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"";"300,00";"True";"False";"False";"0";"";"GLID";"1967";"19.07.1967";"Germany";"";"";"";"";"";"";"";"";
"Ka-6E Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"";"300,00";"True";"False";"False";"0";"";"GLID";"1967";"29.02.1968";"";"";"";"";"";"";"";"";"";
"Ka-6E Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"";"300,00";"True";"False";"False";"0";"";"GLID";"1968";"30.06.1993";"";"";"";"";"";"";"";"";"";
"Ka-6E Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"0";"300,00";"True";"False";"False";"0";"";"GLID";"1987";"18.08.1987";"";"";"";"";"";"";"";"";"";
"Ka-6E Rh”nsegler";"EASA";"Gliders and Powered Gliders";"1";"";"300,00";"True";"False";"False";"0";"";"GLID";"1966";"04.06.1997";"Denmark";"";"";"";"";"";"";"";"";
"Kitfox II";"Annex I";"Airplanes";"1";"1";"468,00";"False";"False";"False";"1";"1";"FOX";"1991";"03.01.1992";"";"Sportavia Limbach";"Limbach L 2000 EB 1.A";"";"";"";"";"";"";
"Kitfox III";"Annex I";"Airplanes";"1";"1";"544,00";"False";"False";"False";"1";"1";"FOX";"1993";"10.06.1997";"Malta";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"Kitfox III";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2003";"06.08.2008";"Germany";"Bombardier-Rotax GmbH";"Rotax 582";"";"";"";"";"";"";
"Kitfox IV";"Annex I";"Airplanes";"1";"1";"534,00";"False";"False";"False";"1";"1";"FOX";"1993";"26.08.1997";"";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"Kitfox IV Speedster 1200";"Annex I";"Airplanes";"1";"1";"545,00";"False";"False";"False";"1";"1";"EXPE";"2020";"14.02.2020";"";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Klemm 25 D VII R";"Annex I";"Airplanes";"1";"1";"720,00";"False";"False";"False";"1";"1";"";"1937";"25.06.1974";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Klemm 25 Mod. VII R";"Annex I";"Airplanes";"1";"1";"720,00";"False";"False";"False";"1";"1";"EXPE";"2021";"23.12.1950";"";"Parma Technik s.r.o";"Walter Minor 4-III";"";"";"";"";"";"";
"Kolb Mark III";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2007";"02.04.2009";"";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"Kolb Twinstar";"Annex I";"Ultralights";"1";"1";"341,00";"False";"False";"False";"1";"1";"ULAC";"1991";"05.07.1995";"";"Bombardier-Rotax GmbH";"Rotax 503";"";"";"";"";"";"";
"Kolb Twinstar Mark II";"Annex I";"Ultralights";"1";"1";"340,00";"False";"False";"False";"1";"1";"ULAC";"1989";"12.04.1994";"";"Bombardier-Rotax GmbH";"Rotax 503";"";"";"";"";"";"";
"Kolb Twinstar Mark II";"Annex I";"Ultralights";"1";"1";"340,00";"False";"False";"False";"1";"1";"ULAC";"1988";"13.07.1995";"";"Bombardier-Rotax GmbH";"Rotax 503";"";"";"";"";"";"";
"Kolb Twinstar Mark II";"Annex I";"Ultralights";"1";"1";"340,00";"False";"False";"False";"1";"1";"ULAC";"1995";"30.04.1997";"";"Bombardier-Rotax GmbH";"Rotax 503";"";"";"";"";"";"";
"Kolb Twinstar Mark II";"Annex I";"Ultralights";"1";"1";"340,00";"False";"False";"False";"1";"1";"ULAC";"1992";"11.10.1995";"";"Bombardier-Rotax GmbH";"Rotax 503";"";"";"";"";"";"";
"Kolb Twinstar Mark III Mod";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"1994";"28.07.1994";"";"Experimental";"Volkswagen VW 1900";"";"";"";"";"";"";
"KP-2U Sova";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2004";"05.05.2006";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 UL";"";"";"";"";"";"";
"KP-2U Sova";"Annex I";"Ultralights";"1";"1";"473,00";"False";"False";"False";"1";"1";"ULAC";"2004";"23.03.2007";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"KP-2U Sova";"Annex I";"Ultralights";"1";"1";"450,00";"False";"False";"False";"1";"1";"ULAC";"2003";"23.03.2007";"Czech Republic";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"KR-2";"Annex I";"Airplanes";"1";"1";"450,00";"False";"False";"False";"1";"1";"KR2";"2003";"29.08.2006";"";"Experimental";"Volkswagen VW 2000";"";"";"";"";"";"";
"KR-2 Rand Robinson";"Annex I";"Airplanes";"1";"1";"408,00";"False";"False";"False";"1";"1";"KR2";"1984";"06.02.1987";"";"Experimental";"Volkswagen VW 2000";"";"";"";"";"";"";
"KR-2 Rand Robinson";"Annex I";"Airplanes";"1";"1";"445,00";"False";"False";"False";"1";"1";"EXPE";"1996";"26.09.1997";"";"Experimental";"Volkswagen VW 2000";"";"";"";"";"";"";
"K-STU/1000";"EASA";"Balloons (hot-air)";"1";"0";"1218,00";"True";"False";"False";"0";"";"BALL";"1991";"26.02.2010";"Germany";"";"";"";"";"";"";"";"";
"KZ-VII";"Annex I";"Airplanes";"1";"3";"860,00";"False";"False";"False";"1";"1";"KZ7";"1947";"30.08.1949";"";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"L 23 Super Blanik";"EASA";"Gliders and Powered Gliders";"1";"1";"510,00";"True";"False";"False";"0";"";"GLID";"1993";"28.04.1994";"Czech Republic";"";"";"";"";"";"";"";"";
"L 23 Super Blanik";"EASA";"Gliders and Powered Gliders";"1";"1";"510,00";"True";"False";"False";"0";"";"GLID";"1992";"20.05.1992";"Czech Republic";"";"";"";"";"";"";"";"";
"L-13 Blanik";"EASA";"Gliders and Powered Gliders";"1";"1";"500,00";"True";"False";"False";"0";"";"L13M";"1969";"23.06.1993";"Estonia";"";"";"";"";"";"";"";"";
"L-13 Blanik";"EASA";"Gliders and Powered Gliders";"1";"1";"500,00";"True";"False";"False";"0";"";"L13M";"1973";"25.05.1973";"Czech Republic";"";"";"";"";"";"";"";"";
"LA40 Mod.";"Annex I";"Airplanes";"1";"3";"1150,00";"False";"False";"False";"1";"1";"EXPE";"2009";"10.11.2003";"Austria";"Subaru";"Subaru";"";"";"";"";"";"";
"LAK-17A";"EASA";"Gliders and Powered Gliders";"1";"0";"500,00";"True";"False";"False";"0";"";"GLID";"2003";"10.07.2003";"Lithuania";"";"";"";"";"";"";"";"";
"LAK-17B FES mini";"EASA";"Gliders and Powered Gliders";"1";"0";"350,00";"True";"False";"False";"1";"1";"GLID";"2019";"19.03.2019";"Lithuania";"JSC "Sportine Aviacija ir KO"";"FES-LAK-M100";"";"";"";"";"";"";
"LAK-17B FES mini";"EASA";"Gliders and Powered Gliders";"1";"0";"350,00";"True";"False";"False";"1";"1";"GLID";"2020";"20.05.2020";"Lithuania";"JSC "Sportine Aviacija ir KO"";"FES-LAK-M100";"";"";"";"";"";"";
"LAK-19";"EASA";"Gliders and Powered Gliders";"1";"";"500,00";"True";"False";"False";"0";"";"GLID";"2003";"03.06.2005";"Lithuania";"";"";"";"";"";"";"";"";
"LAK-20T";"EASA";"Gliders and Powered Gliders";"1";"1";"850,00";"True";"False";"False";"1";"1";"GLID";"2008";"04.12.2008";"Lithuania";"Solo Kleinmotoren GmbH";"SOLO 2350 C";"";"";"";"";"";"";
"Lake LA 4-200 Mod.";"Annex I";"Airplanes";"1";"1";"1180,00";"False";"False";"False";"1";"1";"LA4";"1974";"16.12.1974";"";"Textron Lycoming";"Lycoming IO-360-A1B";"";"";"";"";"";"";
"Lake LA-4-200";"EASA";"Airplanes";"1";"3";"1180,00";"True";"False";"False";"1";"1";"LA4";"1976";"19.04.1979";"Sweden";"Textron Lycoming";"Lycoming IO-360-A1B";"";"";"";"";"";"";
"Lake LA-4-200";"EASA";"Airplanes";"1";"3";"1180,00";"True";"False";"False";"1";"1";"LA4";"1978";"28.03.1989";"";"Textron Lycoming";"Lycoming IO-360-A1B";"";"";"";"";"";"";
"Lancair 320";"Annex I";"Airplanes";"1";"1";"764,00";"False";"False";"False";"1";"1";"LNC2";"1991";"04.05.1993";"";"Textron Lycoming";"Lycoming IO-320-B1A";"";"";"";"";"";"";
"Lancair 320";"Annex I";"Airplanes";"1";"1";"763,00";"False";"False";"False";"1";"1";"LNC2";"1995";"05.06.1997";"";"Textron Lycoming";"Lycoming O-320";"";"";"";"";"";"";
"Lancair 320 Mk II";"Annex I";"Airplanes";"1";"1";"810,00";"False";"False";"False";"1";"1";"EXPE";"2018";"21.02.2018";"";"Textron Lycoming";"Lycoming O-320";"";"";"";"";"";"";
"LBL 150A";"EASA";"Balloons (hot-air)";"1";"6";"1450,00";"False";"True";"False";"0";"";"BALL";"2010";"16.06.2010";"United Kingdom";"";"";"";"";"";"";"";"";
"LBL 210A";"EASA";"Balloons (hot-air)";"1";"10";"1890,00";"False";"True";"False";"0";"";"BALL";"2005";"20.12.2005";"United Kingdom";"";"";"";"";"";"";"";"";
"LBL 69X";"EASA";"Balloons (hot-air)";"1";"2";"690,00";"True";"False";"False";"0";"";"BALL";"2008";"02.09.2008";"United Kingdom";"";"";"";"";"";"";"";"";
"LBL 77B";"EASA";"Balloons (hot-air)";"1";"2";"770,00";"True";"False";"False";"0";"";"BALL";"1995";"04.05.1995";"United Kingdom";"";"";"";"";"";"";"";"";
"LBL 90A";"EASA";"Balloons (hot-air)";"1";"0";"900,00";"True";"False";"False";"0";"";"BALL";"2010";"21.06.2010";"United Kingdom";"";"";"";"";"";"";"";"";
"LS 1-f";"EASA";"Gliders and Powered Gliders";"1";"";"390,00";"True";"False";"False";"0";"";"GLID";"1974";"23.06.2005";"Germany";"";"";"";"";"";"";"";"";
"LS 7";"EASA";"Gliders and Powered Gliders";"1";"0";"486,00";"True";"False";"False";"0";"";"GLID";"1990";"31.01.1995";"Sweden";"";"";"";"";"";"";"";"";
"LS 7";"EASA";"Gliders and Powered Gliders";"1";"0";"486,00";"True";"False";"False";"0";"";"GLID";"1989";"13.06.1989";"Germany";"";"";"";"";"";"";"";"";
"LS 7";"EASA";"Gliders and Powered Gliders";"1";"0";"486,00";"True";"False";"False";"0";"";"GLID";"1990";"26.04.1990";"Germany";"";"";"";"";"";"";"";"";
