MMSI,IMO,Status,Name,Callsign,Type,Build Date,Gross Tonnage,Flag,Owner IMO Number,ITU VIN
440010000,,,ST BLISS,DSBJ7,N/A,,,,,
440011000,,,DAE WON,DSMA7,Oil/Chemical Tanker,,,,,
440014000,,,LAKE NOVA,D7AL,Reefer,,,,,
440017000,,,NOEL,DSBK7,N/A,,,,,
440021000,,,HANJIN PIONEER,DSRA7,General Cargo,,,,,
440022000,,,TS HANNARA,,,,,,,
440023000,,,SUNNY CEDAR,D8FY,Cargo,,,,,
440024000,,,SUNNY PINE,D8FX,Cargo,,,,,
440026000,,,SJ  GLORY,DSFA,Cargo,,,,,
440028000,,,GISANG NO.1,DSRA8,Other,,,,,
440029000,,,HANJIN TACOMA,D7NO,N/A,,,,,
440030000,,,HYUNDAI BANNER,DSEJ6,Tanker,,,,,
440031000,,,BO SPRING,DSRB2,Cargo,,,,,
440032000,,,EIWA MARU 17,DSRO4,Tanker,,,,,
440033000,,,105 HYODONG CHEMI,DSDD6,Tanker,,,,,
440034000,,,WATER LILY,DSDD7,N/A,,,,,
440035000,,,PINE PIA,DSDD9,Cargo,,,,,
440036000,,,STO CAMELLIA,D7LH,Chemical Tanker,,,,,
440037000,,,GAS OCEANROAD,,Tanker,,,,,
440039000,,,ESTOLAR,DSRO5,N/A,,,,,
440040000,,,GLORY STAR,DSDL4,N/A,,,,,
440041000,,,MIRAERO,DSRB3,Other,,,,,
440042000,,,ARA HANA,DSDM7,Tanker,,,,,
440043000,,,SJ HONOR,DSRB4,N/A,,,,,
440046000,,,NO.501 ORYONG,6KCA8,N/A,,,,,
440047000,,,HAERIM,6LTW,Law enforcement,,,,,
440050000,,,NO 7 DONG BANG,,Tug,,,,,
440051000,,,SJ  ANGEL,DSRB5,Cargo,,,,,
440054000,,,S M 5,DSRB6,Cargo,,,,,
440056000,,,UNAM MERCURY,DSFP5,Tanker,,,,,
440057000,,,AUTO ATLAS,D7RM,Cargo,,,,,
440058000,,,ASIAN DYNASTY,D7NS,Vehicles Carrier,,,,,
440059000,,,DAEHO.SUNRISE,DSRB7,Tanker,,,,,
440061000,,,AUTO BANNER,D7HV,,,,,,
440062000,,,GLOVIS PRIME,D7AC,Vehicles Carrier,,,,,
440064000,,,PAN KYLA,D7BQ,Bulk Carrier,,,,,
440065000,,,DOOWOO FAMILY,DSRB8,Container,,,,,
440066000,,,SEOHAE GAS,DSRB9,,,,,,
440067000,,,HL RICHARDS BAY,D7NN,N/A,,,,,
440068000,,,EIWA MARU9,DSRC2,Tanker,,,,,
440069000,,,DONGBANG FRONTIER,DSEE3,N/A,,,,,
440071000,,,GAS PACU,D7MK,LPG Tanker,,,,,
440072000,,,TIME ACE,DSNQ6,,,,,,
440073000,,,HEUNG A BANG KOK,DSEG6,N/A,,,,,
440075000,,,SINOKOR TOKYO,DSRC3,Cargo,,,,,
440077000,,,YEOSU CHEMI,D7EP,Oil/Chemical Tanker,,,,,
440078000,,,HHIC-T1,DSFB,N/A,,,,,
440079000,,,GOLDEN    BRILLIANCE,DSRC4,Tanker,,,,,
440080000,,,NEW GLORY,DSRC5,Tanker,,,,,
440081000,,,EASTERN DANDY,DSEJ3,,,,,,
440083000,,,MUGUNGHWA NO.19,DTAE8,N/A,,,,,
440084000,,,ZENITH SHINE,DSFG9,N/A,,,,,
440086000,,,FREEDOM,D7MP,Cargo,,,,,
440088000,,,ARGO CHEMIST,DSRC6,Tanker,,,,,
440089000,,,NO.639 DONGWON,6KCA,N/A,,,,,
440090000,,,KOOKYANG EXPRESS,DSRC7,,,,,,
440092000,,,HEUNG-A ASIA,D7MD,N/A,,,,,
440093000,,,BROTHER SKY,DSNR2,Cargo,,,,,
440095000,,,PRINCESS,D7LF,Cargo,,,,,
440097000,,,SEIN SKY,DSRO7,N/A,,,,,
440098000,,,TY PLUM,D7ME,Cargo,,,,,
440099000,,,OCEAN UNIVERSE,D9DS,,,,,,
440100900,,,EARDO,D8GQ,,,,,,
440101000,,,MONONOK,DSRO8,Cargo,,,,,
440102000,,,TORAH,DSRO9,N/A,,,,,
440102110,,,UNAM FRONTIER,940705,Tanker,,,,,
440103000,,,CHEONG HAE,DSRC8,N/A,,,,,
440105000,,,STARLINK HOPE,DSRP,Cargo,,,,,
440106000,,,KEOYANG ORIENT,D7LR,Cargo,,,,,
440107000,,,OCEAN ACE NO.5,DSRP3,,,,,,
440109000,,,DUCKYANG GAS,DSNR5,Tanker,,,,,
440110000,,,KOREX CHAMP,DSEJ9,N/A,,,,,
440111000,,,DONGYANG CHEMI,D7MF,Tanker,,,,,
440112000,,,SUN PRIME,D7MJ,N/A,,,,,
440113000,,,PHAROSTAR,D7PK,Reefer,,,,,
440114000,,,ASIAN EMPIRE,D7ML,Cargo,,,,,
440116000,,,SALTLAKE,,,,,,,
440118000,,,SILVER GENEVA,D7MI,Cargo,,,,,
440119000,,,SUNNY PALM,DSEK8,Cargo,,,,,
440120000,,,HEUNG A ULSAN,DSEK9,Container,,,,,
440121000,,,KEOYANG NOBLE,DSAJ6,Other,,,,,
440123000,,,ASAKA,D7BR,Cargo,,,,,
440127000,,,VIRGO,D7BA,Cargo,,,,,
440128000,,,KELSEY 2,D7BG,Tanker,,,,,
440133000,,,SEONGHO GALAXY,D8QR,Tanker,,,,,
440134000,,,TAMGU NO.3,6LTA,,,,,,
440135000,,,SAE NURI,D8QS,Training Ship,,,,,
440136000,,,MUGUNGHWA NO.29,D8QU,,,,,,
440137000,,,KWANG JIN NO.17,DSHP9,Tug,,,,,
440138000,,,HYUNDAI SUN,D7AR,Tanker,,,,,
440139000,,,KWANGYANG SUNSHINE,DSHP6,General Cargo,,,,,
440141000,,,STO ROSE,D7AY,Tanker,,,,,
440142000,,,ZENITH AURORA,D7AU,Cargo,,,,,
440144000,,,CHANG YOUNG,D7AV,Oil/Chemical Tanker,,,,,
440144280,,,GAS BROADWAY,DSQT6,LPG Tanker,,,,,
440145000,,,PARAMITA,D7CB,Oil/Chemical Tanker,,,,,
440145850,,,57JEONGSUN,,,,,,,
440145900,,,SAFE GAS,D7LI,Tanker,,,,,
440147000,,,KMTC HOCHIMINH,D7BM,Container,,,,,
440148000,,,ILSHIN GREEN IRIS,DSJA6,Bulk Carrier,,,,,
440149000,,,HANJIN3006,D9QG,Cargo,,,,,
440151000,,,DREAM,D9QI,,,,,,
440152000,,,HAN SE,D9QJ,Cargo,,,,,
440157000,,,ILSHIN POLARIS ROYAL,D9QY,,,,,,
440160000,,,RESPONDER,D7AW,N/A,,,,,
440161000,,,GLOVIS CORONA,D7AO,Vehicles Carrier,,,,,
440162000,,,PORT KLANG VOYAGER,D7BD,Container,,,,,
440163000,,,GLOVIS PHOENIX,D7BL,Cargo,,,,,
440168000,,,YEOSU     PIONEER,D7BV,Tanker,,,,,
440169000,,,BARON CHEMIST,D7BH,Tanker,,,,,
440172000,,,HANKUK CHEMI,D7BY,Oil/Chemical Tanker,,,,,
440175000,,,YUJIN ACE,,,,,,,
440177000,,,KMTC CHALLENGE,D7BS,Cargo,,,,,
440181000,,,MEGA CARAVAN,DSMZ4,Other,,,,,
440182000,,,GOLDEN VOYAGE,DSMA2,N/A,,,,,
440183000,,,DONGBANG CHEMI,D8BD,Tanker,,,,,
440184000,,,FORTUNE KAREN,D8BU,N/A,,,,,
440185000,,,UNICO STELLA,D8CI,Cargo,,,,,
440186000,,,JIANNA,,Cargo,,,,,
440187000,,,SIRIUS,,Cargo,,,,,
440188000,,,KG BARITO,,Cargo,,,,,
440189000,,,K LIME,DSMH2,N/A,,,,,
440190000,,,OCEAN STAR,DSMI2,,,,,,
440191000,,,AGNES 5,DTBS4,,,,,,
440192000,,,TAELIM ROSE,D7MN,N/A,,,,,
440193000,,,PORTMANN,D7MO,N/A,,,,,
440194000,,,BAEGYANG NO.37,,,,,,,
440196000,,,LAKE SUCCESS,D7MQ,N/A,,,,,
440198000,,,DL BEGONIA,DSOR8,Tanker,,,,,
440199000,,,OCEAN LEADER,D7MR,Cargo,,,,,
440200000,,,HYUNDAI HIGHNESS,DSEM8,Cargo,,,,,
440202000,,,HYUNDAI CONFIDENCE,D7MT,Container,,,,,
440204000,,,NOAH HANA,DSEN2,Tanker,,,,,
440205000,,,FORTUNE JIWON,D7NR,N/A,,,,,
440206000,,,EIWA MARU 5,D7MV,N/A,,,,,
440207000,,,7 SJ GAS,D7MW,N/A,,,,,
440208000,,,MERRY STAR,DSEN8,Cargo,,,,,
440209000,,,YOUNG HARMONY,D7LO,Bulk Carrier,,,,,
440211000,,,HANJIN BRISBANE,DSEP4,,,,,,
440213000,,,SUNRISE SAMBU,DSNR6,Tanker,,,,,
440214000,,,HANJIN BERLIN,DSEP7,,,,,,
440217000,,,BADARO,D7MZ,N/A,,,,,
440218000,,,HAE BOK,D8GV,General Cargo,,,,,
440219000,,,PRETTY PROSPERITY,,Cargo,,,,,
440220000,,,ORION NO.1,D7NA,N/A,,,,,
440221000,,,SUNNY POSEIDON,D7NC,Tanker,,,,,
440222000,,,LAKE CASTLE,D7NB,CARGO,,,,,
440225000,,,FORTUNE YOUNG IN,D7MC,N/A,,,,,
440228000,,,HAE DONG 5,DSEQ8,N/A,,,,,
440232000,,,DOOLA STAR,D7NF,N/A,,,,,
440237000,,,OCEANUS,D7NG,N/A,,,,,
440243000,,,AZUREE HANA,D7NP,Tanker,,,,,
440244000,,,OCEAN STAR,D7NJ,Cargo,,,,,
440245000,,,VICTORY STAR,DSNR9,Cargo,,,,,
440247000,,,JEIL CRYSTAL,D7NL,Oil/Chemical Tanker,,,,,
440248000,,,KHARIS JUPITER,D7NT,Cargo,,,,,
440249000,,,CARINA STAR,DSNS2,Container,,,,,
440250000,,,GOLDEN SKY HANA,D7NM,Tanker,,,,,
440251000,,,GOLDEN BELLE HANA,D7NV,Tanker,,,,,
440252000,,,OCEAN TRADER,D8SN,,,,,,
440257000,,,FRIO ANTARCTIC,,,,,,,
440259000,,,WOOJIN CHEMS,D7OB,N/A,,,,,
440260000,,,POS BRAVERY,DSNS4,,,,,,
440262000,,,HAEKUP OCEAN,DSOS7,N/A,,,,,
440264000,,,JINYANG,DSFJ3,Cargo,,,,,
440265000,,,P PIONEER,D7OC,N/A,,,,,
440266000,,,WEAL POS,DSNS6,,,,,,
440267000,,,YOUNG JIN,DSFJ4,Cargo,,,,,
440268000,,,DAE YANG,DSFJ2,Cargo,,,,,
440269000,,,GLOVIS COMET,D7OF,Vehicles Carrier,,,,,
440270000,,,YOUNG GLORY,D7ON,Bulk Carrier,,,,,
440271000,,,NEW HORIZON,,,,,,,
440272000,,,KEOYANG MAJESTY,DSAJ7,N/A,,,,,
440274000,,,YOUNG SPIRIT,D7OH,Bulk Carrier,,,,,
440275000,,,OCEAN CROWN,D7OL,Cargo,,,,,
440279000,,,WOOYANG DANDY,DSNT3,,,,,,
440280000,,,SKY VICTORIA,,Cargo,,,,,
440283000,,,OLYMPIAN SAMBU,D8MJ,N/A,,,,,
440287000,,,BK ELITE,D7AD,N/A,,,,,
440290000,,,GOLDEN KEY HANA,D7OO,Tanker,,,,,
440291000,,,DL IRIS,DSNT5,N/A,,,,,
440292000,,,GLOVIS CHORUS,D7OR,Cargo,,,,,
440293000,,,ARAHO,6KJK,N/A,,,,,
440294000,,,KHARIS PEGASUS,,Cargo,,,,,
440296000,,,GOM_379,DTFO,N/A,,,,,
440301000,,,ASIANA SAMBU,DSGV,N/A,,,,,
440303000,,,EASTERN EXPRESS,DSNT8,Cargo,,,,,
440306000,,,PHOEBE,D7ES,Oil/Chemical Tanker,,,,,
440308000,,,GAYAHO,6KJJ,N/A,,,,,
440309000,,,PATTERN POS,DSNU2,Cargo,,,,,
440310000,,,WEALTHY POS,DSNU3,Cargo,,,,,
440314000,,,DL BELLFLOWER,DSNU5,,,,,,
440321000,,,HANJIN MALTA,D9ZZ,,,,,,
440324000,,,TY LOTUS,DSNU7,Cargo,,,,,
440325000,,,PROJECT A,DSOT7,Cargo,,,,,
440326000,,,WOOYANG ELITE,DSNU8,N/A,,,,,
440330000,,,DS HANA,,Tanker,,,,,
440331000,,,GREAT DREAM,,Cargo,,,,,
440332000,,,HYUNDAI ATLAS,D7PA,Cargo,,,,,
440333000,,,SUNNY LAUREL,D9TE,N/A,,,,,
440334000,,,MORNING SKY,DSOT9,Cargo,,,,,
440337000,,,SKY DUKE,DSNV4,Cargo,,,,,
440340000,,,NOVA,D7QN,Cargo,,,,,
440341000,,,YUTAKA,DSOU3,Cargo,,,,,
440343000,,,DOO SUNG,D9LE,Drilling Rig,,,,,
440344000,,,DONGJIN GENIUS,D7PC,Cargo,,,,,
440346000,,,DONGJIN ENTERPRISE,D7PP,Cargo,,,,,
440348000,,,SAMSUN EARNEST,DSDT8,,,,,,
440349000,,,POS YOKOHAMA,DSOU4,Cargo,,,,,
440350000,,,SB PRINCESS,,Tanker,,,,,
440351000,,,109 HYODONG CHEMI,D7CA,Tanker,,,,,
440353000,,,SUN PINE,DSOU7,,,,,,
440355000,,,POS CHALLENGER,DSNV9,Cargo,,,,,
440356000,,,HYUNDAI UNIVERSAL,D9WH,,,,,,
440357000,,,HYUNDAI OLYMPIA,D9RJ,,,,,,
440358000,,,HUNDAI CONTINENTAL,D9RV,,,,,,
440362000,,,NO. 19 HEUNGGUKHO,....,,,,,,
440363000,,,DONGBANG GIANT NO.1,DSOU8,Heavy Load Carrier,,,,,
440366000,,,STAR VOYAGER,D7FU,Cargo,,,,,
440367000,,,SEONGHO MERCURY,,Tanker,,,,,
440368000,,,HEUNG A   PUSAN,,Cargo,,,,,
440370000,,,HANYU VICTORIA,DSRP4,Tanker,,,,,
440371000,,,ASIAN CAPTAIN,D7AQ,Vehicles Carrier,,,,,
440374000,,,WOLKWANG HO,D7RZ,,,,,,
440385000,,,KU AM,DSFJ8,,,,,,
440386000,,,HL ROBERTS BANK,DSNW9,Bulk Carrier,,,,,
440389000,,,DONGJIN AUBE,D7OT,Container,,,,,
440391000,,,ROYAL SAMBU,D7CV,Oil/Chemical Tanker,,,,,
440392000,,,AN KWANG,DSER3,,,,,,
440394000,,,YEO SAN,DSDG8,Cargo,,,,,
440395000,,,BAEK YEON,DSDX7,,,,,,
440396000,,,WATER BREEZE,DSOV3,Tanker,,,,,
440397000,,,C. IRIS,DSNX3,Cargo,,,,,
440399000,,,HL CAPETOWN,DSNX5,Cargo,,,,,
440401000,,,STAR CHALLENGER,D7CH,Container,,,,,
440402000,,,WOO BONG,DSEM6,N/A,,,,,
440403000,,,KEOYOUNG SEVEN,DSOV4,Tanker,,,,,
440407000,,,HANJIN PORT KEMBLA,DSNX7,N/A,,,,,
440411000,,,HANJIN MARSEILLES,DSNX9,Cargo,,,,,
440412000,,,KEUM YOUNG,D8YX,,,,,,
440414000,,,IN YOUNG,D9NE,,,,,,
440415000,,,CHANG YOUNG,D8VY,,,,,,
440416000,,,YEON AM,DSNY3,,,,,,
440420000,,,ZENOVIA,DSOV5,,,,,,
440424000,,,DONGJIN YOKOHAMA,DSLS,,,,,,
440428000,,,ULSAN GAS,DSET7,,,,,,
440434000,,,SUN YOUNG,DSNY8,N/A,,,,,
440441000,,,SUN STAR,DSOV7,Cargo,,,,,
440452000,,,ONNURI,D9XJ,,,,,,
440467000,,,ARISTOFANIS I,D7MD,Oil/Chemical Tanker,,,,,
440470000,,,FORTUNE IREEN,DSEG9,,,,,,
440473000,,,POS TOKYO,DSNZ8,Cargo,,,,,
440478000,,,J MORNING,DSOA3,,,,,,
440479000,,,ELSPETH,6NHK,N/A,,,,,
440480000,,,POS DEDICATOR,DSOA4,N/A,,,,,
440481000,,,POS HARVESTER,DSOA5,Cargo,,,,,
440484000,,,STAR CARRIER,,Cargo,,,,,
440485000,,,CHUN HAK,D8SA,Cargo,,,,,
440491000,,,KMTC JAKARTA,DSOA8,Container,,,,,
440493000,,,KMTC SINGAPORE,DSOA9,Cargo,,,,,
440495000,,,JK PIONEER,DSOB3,Cargo,,,,,
440497000,,,SINOKOR_ULSAN,DSOB5,Cargo,,,,,
440508000,,,HYUNDAI SPIRIT,DSOC2,Cargo,,,,,
440515000,,,DANGJIN,D7RX,Bulk Carrier,,,,,
440523000,,,LAKE GLORY,DSOC6,N/A,,,,,
440531000,,,EMPRESS,DSOW4,Cargo,,,,,
440537000,,,FRONTIER,DSOW5,N/A,,,,,
440541000,,,GOOD WILL,DSOW6,Cargo,,,,,
440542000,,,SHILLA PIONEER,6MSQ,,,,,,
440544000,,,EVER YOUNG,DSOD4,,,,,,
440546000,,,DAEHAN NO1,DSOD5,Cargo,,,,,
440547000,,,EURO ACE,DSOD6,,,,,,
440554000,,,KEOYOUNG SUN,DSOD8,Tanker,,,,,
440555000,,,SMILE 3,DSEX3,,,,,,
440558000,,,CARIBBEAN,D8QQ,Oil/Chemical Tanker,,,,,
440561000,,,STAR APEX,DSOW9,N/A,,,,,
440562000,,,PEGASUS YOTTA,DSOE5,Cargo,,,,,
440567000,,,SUNNY OAK,DSEX8,Cargo,,,,,
440577000,,,C.EMERALD,DSOE8,,,,,,
440580000,,,DAEBO FRONTIER,DSOX4,,,,,,
440582000,,,FANY,DSOX5,,,,,,
440585000,,,KMTC KEELUNG,DSOF3,Cargo,,,,,
440586000,,,OCEAN PRIDE,DSOX6,Cargo,,,,,
440588000,,,SUNGJIN,DSOF5,N/A,,,,,
440600000,,,OCEAN DREAM,DSEY9,N/A,,,,,
440612000,,,SINYEONG NO.52,6NJJ,N/A,,,,,
440613000,,,SHIPPING-LAND 6,DSOG4,,,,,,
440618000,,,SAM YOUNG NO.701,DTBW5,,,,,,
440621000,,,SD SKY,DSOY3,LPG Tanker,,,,,
440628000,,,SINGYEONG NO.53,6MWO,N/A,,,,,
440629000,,,TY IRIS,DSOY4,N/A,,,,,
440631000,,,MAPLE PIA,DSOY5,Cargo,,,,,
440639000,,,SHIN KWANG,,,,,,,
440642000,,,226.DAE SUNG,OTBS8,,,,,,
440646000,,,DONG WON NO.803,HLLS,,,,,,
440650000,,,KOREA GAS,DSFA9,,,,,,
440653000,,,WOOLIM DRAGON 3,D7BJ,Tanker,,,,,
440659000,,,ASIAN RIGEL,D8VV,Oil/Chemical Tanker,,,,,
440663000,,,ASIAN CHEMI,DSOY9,N/A,,,,,
440664000,,,SL BOGO,DSOZ2,,,,,,
440666000,,,YONG JIN,DSOZ3,,,,,,
440667000,,,SEBANG T 7,DSOZ4,,,,,,
440670000,,,O YANG NO.356,6MNJ,,,,,,
440672000,,,KMTC HONGKONG,DSOH4,N/A,,,,,
440673000,,,J.S PHOENIX,DSOZ5,Cargo,,,,,
440674000,,,STAR REX,DSPA2,Cargo,,,,,
440676000,,,ZENITH ORION,DSOZ6,,,,,,
440687000,,,GOLDEN LAKE NO.801,HLVG,N/A,,,,,
440688000,,,KANG SAN,DSOH5,Cargo,,,,,
440692000,,,SHINCHANG NO.2,DSOH7,,,,,,
440702000,,,SKY PRIDE,DSOH9,Container,,,,,
440704000,,,ORYONG NO.715,DTAD8,Fishing,,,,,
440710000,,,KEUM YANG 1,D8GY,Cargo,,,,,
440716000,,,NO.111 UYANGHO,DTFT,N/A,,,,,
440717000,,,PYEONG A NO.275,6MXL,Tanker,,,,,
440718000,,,KEOYOUNG HOPE,DSOI5,Tanker,,,,,
440719000,,,HIGHNY,6MXG,Cargo,,,,,
440720000,,,SEA ARIRANG,DSPA9,N/A,,,,,
440729000,,,111 HYODONG CHEMI,D7SJ,Tanker,,,,,
440737000,,,JOO HYE,D7JH,Bulk Carrier,,,,,
440738000,,,LIBERTY STAR,DSFI8,Cargo,,,,,
440740000,,,SAEHAN SULPHUR,DSOI9,Tanker,,,,,
440744000,,,COLLONGES,DSPB5,,,,,,
440752000,,,NO. 1 S T O,DSOJ3,N/A,,,,,
440753000,,,SHINCHANG,DSOJ4,,,,,,
440754000,,,BAEK YANG NO.27,6NGP,,,,,,
440761000,,,KMTC NHAVA SHEVA,D7SG,Container,,,,,
440774000,,,KEOYOUNG DREAM 3,D7YD,Tanker,,,,,
440775000,,,NEW BRIGHT,D8NB,Oil/Chemical Tanker,,,,,
440777000,,,NO.806 DONG WON,HLWP,N/A,,,,,
440783000,,,OCEAN LEADER,DSOJ8,,,,,,
440784000,,,SS JIN,DSOK2,N/A,,,,,
440785000,,,NO.11 SEOJINHO,6NEL,,,,,,
440787000,,,NO.75 CHUNG YONG,6NKL,N/A,,,,,
440799000,,,C.MARCH,DSOK4,Cargo,,,,,
440800000,,,DONG-A SATURN,DSOK5,,,,,,
440807000,,,ORYONG NO.717,DTAF2,N/A,,,,,
440808000,,,LUNIS,D7NU,Oil Tanker,,,,,
440817000,,,GRAND ACE2,D7RC,Oil/Chemical Tanker,,,,,
440819000,,,DONGBANG SAPPHIRE,DSPC5,N/A,,,,,
440820000,,,NO.36 HAN SUNG,HLWD,N/A,,,,,
440821000,,,NO.1 CHIL SUNG,HLJC,N/A,,,,,
440824000,,,GALAXY SAMBU,DSPC6,Tanker,,,,,
440829000,,,NAMHAE GAS,DSFD8,N/A,,,,,
440830000,,,KWANGYANG GAS,DSFD9,,,,,,
440831000,,,YOSU GAS,DSFE2,Tanker,,,,,
440833000,,,SUNGLORY,DSPC8,General Cargo,,,,,
440834000,,,KEOYOUNG PRINCE,DSPC9,,,,,,
440836000,,,KOREA VENUS,DSFE3,N/A,,,,,
440837000,,,JC HOPE,DSOL2,,,,,,
440840000,,,C POLARIS,DSPD4,,,,,,
440841000,,,NANCY GLORY,DSPD5,Tanker,,,,,
440845000,,,GRACE SAMBU,DSPD6,Tanker,,,,,
440849000,,,HANBAEK 2,,Cargo,,,,,
440856000,,,CHUNG YANG,,Cargo,,,,,
440861000,,,DONGMYUNG LOVE,DSOL4,Cargo,,,,,
440866000,,,MEGA GRACE,DSPE4,,,,,,
440870000,,,SHIN YANG,,,,,,,
440872000,,,DL FREESIA,DSPE5,,,,,,
440878000,,,S VINA,DSPE8,,,,,,
440882000,,,MEGA DONOR,DSPE9,,,,,,
440883000,,,TY JOY,D7TY,N/A,,,,,
440884000,,,HL POWER,D7PW,Bulk Carrier,,,,,
440886000,,,ORYONG NO.725,DTAC8,N/A,,,,,
440889000,,,BOYANG GARNET,D7RP,Bulk Carrier,,,,,
440893000,,,WOOYANG FRIEND,DSOM5,Cargo,,,,,
440900000,,,NO. 618 DONG WON,6KWS,N/A,,,,,
440904000,,,TY EVER,,Cargo,,,,,
440906000,,,TAELIM JASMINE,DSPF5,Cargo,,,,,
440908000,,,C. QUEEN,DSPF6,,,,,,
440910000,,,SKY GINI,,Cargo,,,,,
440912000,,,NAMBUK,6MXT,N/A,,,,,
440913000,,,GLOVIS DIAMOND,D7RR,Bulk Carrier,,,,,
440914000,,,SEONG KYUNG,6MIV,,,,,,
440917000,,,DOJUN BRAVE,DSPF8,,,,,,
440918000,,,SEONGHO BONANZA,DSPF9,Tanker,,,,,
440921000,,,C.CORSIER,DSOM9,,,,,,
440928000,,,JUNG WOO NO.2,DTBQ4,,,,,,
440929000,,,NO.307 O-YONG,HLBO,N/A,,,,,
440930000,,,DONG JIN HAKATA,DSPG3,N/A,,,,,
440931000,,,TUG REDOOM,A6E3027,Tug,,,,,
440940000,,,ACACIA,DSPG4,,,,,,
440945000,,,JNS 3,DSPG6,Cargo,,,,,
440952000,,,NO.620 DONG WON,6LCI,N/A,,,,,
440953000,,,AURA NO.6,DTBH2,,,,,,
440956000,,,HANBADA,DSON4,N/A,,,,,
440961000,,,TY ANGEL,,,,,,,
440963000,,,NO.71 CHUNG YONG,6NKO,N/A,,,,,
440965000,,,HANVIT,DSFF8,Cargo,,,,,
440970000,,,TAIYOUNG STAR,DSON6,Cargo,,,,,
440975000,,,OLYMPUS,6LHV,,,,,,
440977000,,,JIN YANG,DSON8,Cargo,,,,,
440978000,,,KEOYOUNG STAR,DSPH2,Tanker,,,,,
440979000,,,C ROYAL,DSPH3,Cargo,,,,,
440980000,,,PESINUI,DTAN2,,,,,,
440986000,,,NO.316 ORYONG,6MBQ,N/A,,,,,
440991000,,,SN HARMONY,DSFK6,Cargo,,,,,
440993000,,,TOWDAH HANA,DSFK7,Tanker,,,,,
440999000,,,SILVER HANA,D7SN,Tanker,,,,,
441001000,,,EIWA MARU 7,DSPH7,Tanker,,,,,
441008000,,,SOON YANG,DSOO8,,,,,,
441011000,,,STELLAR COSMO,DSPH9,Cargo,,,,,
441017000,,,BOHAI STAR,DSFL4,Cargo,,,,,
441019000,,,AGIA,DSPI2,,,,,,
441021000,,,DAEJOO ACE,DSFL5,,,,,,
441030000,,,STAR UNIX,DSPI3,Cargo,,,,,
441032000,,,SEA MANSION,DSOP5,,,,,,
441034000,,,SUN FLOWER NO.7,DSPI5,N/A,,,,,
441035000,,,UNAM GLORY,DSDC9,,,,,,
441036000,,,EIWA MARU3,DSOP6,Tanker,,,,,
441037000,,,TY LUCKY,D7TF,General Cargo,,,,,
441044000,,,NO.203 MARY,DTBQ6,,,,,,
441048000,,,NO.7 GEUMSUHO,,,,,,,
441051000,,,SURESTE NO.707,DTAI8,,,,,,
441054000,,,DL SUNFLOWER,DSOP7,,,,,,
441076000,,,DL ROSE,DSPI6,Oil/Chemical Tanker,,,,,
441077000,,,CHANG YAHNG,DSOP8,Cargo,,,,,
441079000,,,JOO YOUNG,DSOQ2,,,,,,
441084000,,,NO.371 O-YANG,DTAC9,N/A,,,,,
441089000,,,WOO SUN,DSFN9,Tanker,,,,,
441090000,,,NO.105 OYANG,6LJG,N/A,,,,,
441091000,,,ORIENT PIONEER,DSOQ3,,,,,,
441100000,,,JA YANG,DSFO6,N/A,,,,,
441101000,,,GRAND ACE 11,D7TH,Oil/Chemical Tanker,,,,,
441107000,,,SUNNY SPRUCE,DSFP2,Cargo,,,,,
441115000,,,BIANCA NO.1,DTBG4,,,,,,
441116000,,,J S COMET,DSPI8,,,,,,
441117000,,,SAEBADA,DTBG5,N/A,,,,,
441122000,,,DONG-A ARES,DSPJ2,,,,,,
441123000,,,KUMMYEONG NO2,DTBG9,,,,,,
441124000,,,HYUNDAI TREASURE,DSPJ3,Cargo,,,,,
441125000,,,WOOYANG LEADER,,,,,,,
441129000,,,CHEM TRANSIA,DSPJ6,Tanker,,,,,
441130000,,,SAM JIN NO.7,DSFQ6,,,,,,
441133000,,,GLOVIS SUPREME,D8GM,Vehicles Carrier,,,,,
441136000,,,GAS COLUMBIA,DSPJ7,N/A,,,,,
441138000,,,BK BOSS,DSPJ8,,,,,,
441145000,,,EIWA MARU11,DSOQ5,Tanker,,,,,
441149000,,,JH YOUNG,DSFR8,,,,,,
441150000,,,SINOKOR INCHEON,DSFR9,Container,,,,,
441151000,,,FINE_CHEMI,DSFS2,Tanker,,,,,
441152000,,,C.SUMMIT,,Cargo,,,,,
441154000,,,C HARMONY,DSPK3,Cargo,,,,,
441155000,,,SHINSUNG DREAM,DSPK4,Cargo,,,,,
441158000,,,SUNNY MAPLE,DSFS5,Cargo,,,,,
441159000,,,PACIFIC SUCCESS,DSFS4,,,,,,
441163000,,,SEONG HEE,DSFS8,N/A,,,,,
441169000,,,BUSAN GAS,DSPK8,Tanker,,,,,
441170000,,,HANJIN PITTSBURG,DSFT3,,,,,,
441171000,,,TALENT,DSPK9,Cargo,,,,,
441172000,,,HANA NO.7,DSFT6,,,,,,
441173000,,,KOBEE,DSFT7,N/A,,,,,
441174000,,,KMTC PUSAN,DSFT8,N/A,,,,,
441175000,,,FINE HANA,DSFT9,Tanker,,,,,
441176000,,,MEGA STAR,DSPL2,Cargo,,,,,
441178000,,,PANSTAR DREAM,DSFU2,Passenger,,,,,
441179000,,,SKY PEACE,DSFU3,,,,,,
441181000,,,GIANT SAMBU,,Tanker,,,,,
441182000,,,DONGWON NO.701,DTBJ8,,,,,,
441185000,,,EMERALD SAMBU,,,,,,,
