MMSI,IMO,Status,Name,Callsign,Type,Build Date,Gross Tonnage,Flag,Owner IMO Number,ITU VIN
209016000,9415210,In Service,TORRENT,5BWL2,Bulk Carrier,2010-02,"19,814",Cyprus,5453644,
209017000,9416719,In Service,UBC TARRAGONA,5BWR2,Bulk Carrier,2009-11,"24,140",Cyprus,6147450,
209018000,,Not Found,LINA 1,5BNH4,N/A,,,,,
209020000,,Not Found,AURORA ANTA,5BNK4,N/A,,,,,
209023000,,Not Found,POLAR KING,5BDF3,Supply,,,,,
209024000,,Not Found,JP CITRUS,C4PA2,Bulk Carrier,,,,,
209025000,,Not Found,PONTONIKIS,5BPU4,Cargo,,,,,
209026000,9256884,In Service,KATERINA,P3UG9,Bulk Carrier,2004-05,"40,002",Cyprus,5104240,
209028000,9579602,In Service,BOURBON LIBERTY 234,5BCQ3,Multi Purpose Offshore Vessel,2010,"1,733",Cyprus,,
209029000,,In Service,THOR,5BQL4,Tug,,1,Cyprus,,
209030000,,Not Found,PAULA VINDOE,5BRU4,General Cargo,,,,,
209032000,,Not Found,MARIA,P3NF9,Bulk Carrier,,,,,
209034000,9583158,In Service,FLORA,5BHY3,Cargo,2011-07,"43,022",Cyprus,5579098,
209038000,,Not Found,ORIENT CRUSADER,5BZN2,Cargo,,,,,
209042000,,Not Found,CIUDAD DE PALMA,5BTW4,Passenger,,,,,
209047000,,Not Found,SEAJADE,5BXU2,N/A,,,,,
209048000,9452256,In Service,PANAMAX GIANT,5BZS2,Products Tanker,2009-09,"4,999",Cyprus,6073363,
209050000,,Not Found,SEA ROVER,P3BQ8,,,,,,
209051000,9482330,In Service,KL BREVIKFJORD,5BCN3,Supply,2010-09,"4,518",Cyprus,6273019,
209055000,,Not Found,SPARTO,P3VW9,Oil Tanker,,,,,
209056000,9448671,In Service,BEATRIZ B,5BUB4,Container,2011-01,"12,514",Cyprus,5979241,
209058000,9518921,In Service,CAPE VENTURE,5BZR2,Cargo,2010-06,"93,960",Cyprus,4136494,
209061000,,Not Found,OEL JUMEIRAH,5BUH4,Container,,,,,
209062000,9447201,In Service,DIGNITY,5BAC4,Cargo,2014-06,"106,804",Cyprus,5752707,
209063000,,Not Found,NORFOLK,P3HC9,Cargo,,,,,
209064000,9731432,In Service,STAR VIRGO,5BRZ4,Bulk Carrier,2017-03,"108,237",Cyprus,5895220,
209065000,,Not Found,EDT SIMI,5BCS3,N/A,,,,,
209066000,9778002,In Service,AMULETH,5BTE,Oil/Chemical Tanker,2016-04,"3,689",Cyprus,5971201,
209067000,,Not Found,KIRILL LAVROV,5BZV2,,,,,,
209068000,,Not Found,ROOK,5BDE3,Bulk Carrier,,,,,
209069000,9671814,In Service,LANIA,5BZX2,Bulk Carrier,2018-04,"44,190",Cyprus,4203950,
209070000,9523378,In Service,POLAR QUEEN,5BDG3,Supply,,"7,238",Cyprus,,
209071000,,Not Found,DCS ADVENTURER,5BDK3,Utility,,,,,
209072000,9285433,In Service,EMMA,5BTM4,General Cargo,2004-03,"3,289",Cyprus,5983544,
209073000,,Not Found,PARANDOWSKI,5BCX3,Cargo,,,,,
209075000,9277278,IN Service,NINA,5BTL4,General Cargo,2003-06,"3,289",Cyprus,5983558,
209077000,7826788,In Service,RIGEL II,5BGR4,Passenger/Ro-Ro Ship (Vehicles)	,1980-10,"23,842",Cyprus,5854861,
209078000,9754410,In Service,FRIGG W,5BTV4,General Cargo,2017-10,"9,717",Cyprus,6255159,
209080000,,Not Found,BARI,5BZT2,Passenger,,,,,
209081000,,Not Found,GEOGRAPH,5BDJ3,N/A,,,,,
209082000,,Not Found,PERCIVAL,5BDC3,N/A,,,,,
209084000,,Not Found,GAS LEGACY,C4EL2,,,,,,
209086000,,Not Found,ORIENT ADVENTURE,5BDL3,Cargo,,,,,
209087000,9719874,In Service,CAPE PIONEER,5BUE4,Container,2017-08,"70,704",Cyprus,5828012,
209088000,,Not Found,ORIENT TRADER,5BAA3,Cargo,,,,,
209089000,9467598,In Service,ORIENT TRANSIT,5BZZ2,Cargo,,"23,426",Cyprus,,
209092000,9492490,In Service,LMZ CERES,5BUM4,Bulk Carrier,2011-07,"41,074",Cyprus,5998422,
209093000,9142605,In Service,ISLE OF INISHMORE,C4HQ2,Passenger,1997-02,"34,031",Cyprus,5365829,
209095000,9591181,In Service,LEDRA,5BQH4,Bulk Carrier,,"45,955",Cyprus,,
209098000,,Not Found,ARIES J,5BDS3,Container,,,,,
209102000,,Not Found,PINTAIL,5BDT3,Cargo,,,,,
209103000,,Not Found,VERONICA B,5BUT4,Container,,,,,
209104000,7432733,In Service,ELLI T,5BJJ3,Ro-Ro/Passenger Ship,1976,"12,338",Cyprus,,
209106000,9243423,In Service,NAPOLES,5BGU4,Passenger,2002-05,"23,975",Cyprus,6006213,
209108000,9378216,In Service,POLAR DUCHESS,5BJC3,Supply,2011-11,"7,142",Cyprus,1336739,
209109000,9426881,In Service,UBC SALAVERRY,5BDP3,Bulk Carrier,2010-12,"21,018",Cyprus,6147401,
209110000,,Not Found,VICTOR KONETSKY,C4UK2,,,,,,
209112000,9758404,In Service,STALO,5BQM4,Bulk Carrier,2017-01,"42,994",Cyprus,5945885,
209114000,9173185,In Service,RIX AMETHYST,5BQN4,General Cargo,1999-03,"2,056",Cyprus,5955087,
209115000,9261542,In Service,SICILIA,5BGT4,Passenger,2002-11,"24,409",Cyprus,6006213,
209118000,9393515,In Service,GOTEBORG,5BDX2,General Cargo Ship	,2008-05,"5,272",Cyprus,5406103,
209119000,7928158,In Service,RADUGA NEUTRON,5BUU4,Tug,,275,Cyprus,,
209120000,,Not Found,MARIKA,5BFK4,Bulk Carrier,,,,,
209122000,9188881,In Service,JONATHAN SWIFT,C4HR2,High Speed Craft,1999-03,"5,989",Cyprus,1151878,
209127000,,Not Found,CAPE FERRO,5BJL3,,,,,,
209128000,9452971,In Service,WG VESPUCCI,5BXF2,Research,2010-04,"6,926",Cyprus,1336739,
209130000,,Not Found,BOSCO SUN,P3LP9,,,,,,
209135000,9395604,In Service,PRINCESS NATALIE,P3FB9,Container Ship (Fully Cellular)	,2008-02,"9,940",Cyprus,6000965,
209136000,9416707,In Service,UBC TAMPA,5BVM2,Bulk Carrier,2009-09,"24,140",Cyprus,6147446,
209137000,9355290,In Service,GAS ALICE,5BVA4,LPG Tanker,2006-02,"2,997",Cyprus,5739370,
209138000,9449857,In Service,WARNOW CHIEF,5BVL2,Cargo,2009-10,"17,068",Cyprus,4135421,
209139000,9365661,In Service,ESL AUSTRALIA,5BVC4,General Cargo,2007-12,"11,864",Cyprus,6000523,
209140000,9509786,In Service,WARNOW MATE,5BVK2,Container Ship (Fully Cellular)	,2010-01,"17,068",Cyprus,4133720,
209141000,,Not Found,AUGUSTA SUN,P3KN9,General Cargo,,,,,
209143000,9085481,In Service,THOPAS,5BGQ4,General Cargo,,"2,561",Cyprus,,
209144000,9825295,In Service,HALUNDER JET,5BVY4,High Speed Craft,2018-03,"1,231",Cyprus,5650136,
209146000,9809679,In Service,W.B.YEATS,5BXC4,Passenger,2018-12,"51,388",Cyprus,0044471,
209148000,9518983,In Service,KALVOE,5BFJ3,General Cargo,,4,Cyprus,,
209151000,9194270,In Service,RIX ATLANTIC,5BWM4,General Cargo,1999-11,"2,451",Cyprus,5986668,
209152000,,Not Found,CLIPPER MARIA,5BDY3,,,,,,
209155000,,In Service,ADILIA I,5BWS4,Container,,10,Cyprus,,
209156000,9287340,In Service,UBC STAVANGER,P3XJ9,Cargo,2004-10,"19,748",Cyprus,4087129,
209159000,,Not Found,UNITY,P3BZ9,Bulk Carrier,,,,,
209162000,9221621,In Service,AFRICA GRAECA,P3FD9,Bulk Carrier,2002-03,"39,035",Cyprus,1988575,
209165000,8954398,In Service,CMA CGM BERLIOZ,5BVA2,Cargo,1999,181,Cyprus,,
209167000,,Not Found,SALAMIS FILOXENIA,5BUY2,N/A,,,,,
209175000,,Not Found,MARYLAKI,5BAS3,N/A,,,,,
209177000,9237371,In Service,WEC VERMEER,5BLR3,Container,2001-11,"9,981",Cyprus,5876619,
209179000,9516143,In Service,SEA PROSPECT,5BGQ3,General Cargo,2012-06,"6,872",Cyprus,5663671,
209180000,,Not Found,GARANT NAGAEVO,5BGZ4,Cargo,,,,,
209182000,9459979,In Service,SHOVELER,5BMD2,Cargo,2009-05,"19,814",Cyprus,4132783,
209183000,9031703,In Service,COPERNICUS,5BWX4,Ro-Ro Cargo,1995-05,"15,950",Cyprus,5201770,
209184000,9612325,In Service,IMAVERE,5BWV4,Bulk Carrier,2012-10,"22,746",Cyprus,6022315,
209185000,9516131,In Service,SEA DISCOVERY,5BGR3,General Cargo,2012-01,"6,872",Cyprus,5614195,
209187000,,Not Found,MANGAS,5BED3,Bulk Carrier,,,,,
209188000,9183790,In Service,MIRAMAR EXPRESS,5BXA4,Ro-Ro Cargo,1999-02,"10,471",Cyprus,6016501,
209190000,9754434,In Service,SIF W,5BXG4,General Cargo,2018-05,"9,717",Cyprus,6034159,
209191000,9592123,In Service,ARCHIGETIS,5BGT3,Bulk Carrier,2011-08,"44,323",Cyprus,6017164,
209192000,9243227,In Service,DUBLIN SWIFT,5BXH4,High Speed Craft,2001-07,"8,403",Cyprus,5320592,
209194000,,In Service,EXELIXIS,5BBE3,Pleasure Craft,,,Cyprus,,
209196000,,Not Found,SEA ENTERPRISER,P3AT8,,,,,,
209197000,,In Service,ESIMIT EUROPA 2,5BAH3, Anti-Pollution,,,,,
209199000,9461805,In Service,ASALI,5BBW3,Bulk Carrier,2010-11,"33,338",Cyprus,1988694,
209203000,9464792,In Service,KARIMU,5BBV3,Bulk Carrier,2010-12,"33,338",Cyprus,1847886,
209204000,9371426,In Service,PICTOR J,5BEE3,Container,,"10,965",Cyprus,,
209207000,9123817,In Service,BF CARTAGENA,5BBJ3,Container,1995-10,"3,999",Cyprus,5346095,
209208000,,In Service,BELLINI,5BXP4,Chemical Tanker,,2,Cyprus,,
209209000,9528902,In Service,OCEANIC INDIGO,5BEK3,Oil/Chemical Tanker,,"7,697",Cyprus,,
209210000,9174086,In Service,MOZART,5BXU4,Chemical Tanker,2000-04,"2,195",Cyprus,5994328,
209211000,9196199,In Service,FRI PORSGRUNN,5BFG4,General Cargo,2000-06,"2,868",Cyprus,5548250,
209213000,9174098,In Service,DONIZETTI,5BXM4,Chemical Tanker,2000-10,"2,335",Cyprus,5760035,
209214000,,Not Found,VERDI,5BXL4,Oil/Chemical Tanker,,,,,
209215000,9145023,In Service,CAPE SYROS,C4DI,Products Tanker,1998-02,"2,760",Cyprus,5846288,
209216000,9684108,In Service,FIDELIO,5BXN4,Oil/Chemical Tanker,2014-05,"4,696",Cyprus,6319297,
209217000,9684110,In Service,OTELLO,5BXR4,Oil/Chemical Tanker,2014-07,"4,696",Cyprus,6319306,
209218000,9236078,In Service,UBC SYDNEY,P3AF9,Bulk Carrier,2001-08,"19,746",Cyprus,6147429,
209219000,9771999,In Service,NABUCCO,5BXQ4,Oil/Chemical Tanker,2016-11,"4,690",Cyprus,6319337,
209221000,9684122,In Service,TRAVIATA,5BXS4,Oil/Chemical Tanker,2014-10,"4,696",Cyprus,6319310,
209223000,9246918,In Service,AMETHYST,5BXW4,Oil/Chemical Tanker,2002-08,"2,682",Cyprus,5349069,
209225000,,Not Found,YURI SENKEVICH,C4UL2,Tanker,,,,,
209231000,,Not Found,SAYAN POWER,5BYA4,Supply,,,,,
209235000,,Not Found,LARGO,5BYD4,Ro-Ro Cargo,,,,,
209236000,,Not Found,CONNEMARA,5BEQ4,Passenger,,,,,
209239000,9006277,In Service,RIX STAR,5BYE4,General Cargo,1991-12,"2,450",Cyprus,6030761,
209240000,,Not Found,GOGLAND,5BYF4,Oil/Chemical Tanker,,,,,
209243000,9592135,In Service,PLATANOS,5BGU3,Bulk Carrier,2011-09,"44,323",Cyprus,5920691,
209247000,9803699,In Service,BG SAPPHIRE,5BYL4,Container,2018-05,"12,831",Cyprus,6031361,
209248000,9803704,In Service,BG EMERALD,5BYM4,Container,2018-06,"12,831",Cyprus,6033589,
209249000,9254006,In Service,SEA DWELLER,P3YX9,Oil/Chemical Tanker,2002-05,"2,440",Cyprus,5200065,
209250000,,Not Found,ATLANTIC  PENDANT,P3KP9,N/A,,,,,
209251000,9307229,In Service,PUSAN C,C4NK2,Container,2006-09,"108,069",Cyprus,4095441,
209254000,9377016,In Service,REM SALTIRE,5BYV4,Supply,2008-06,"9,603",Cyprus,5335688,
209255000,9019107,In Service,EDT PROTEA,P3KR9,Diving Support,1991-07,"3,814",Cyprus,5007514,
209257000,,Not Found,STAR LIFE,5BEH3,N/A,,,,,
209258000,9040120,In Service,DUBAI FORTUNE,5BEJ3,Container,1992-09,"6,455",Cyprus,5588388,
209262000,8922163,In Service,ASTERION II,5BYX4,Passenger,1991-03,"32,071",Cyprus,6034587,
209263000,9467603,In Service,ORIENT TRIBUNE,5BEQ3,Bulk Carrier,,"23,426",Cyprus,,
209264000,9649562,In Service,EVITA II,5BYZ4,Supply,2012-07,"4,258",Cyprus,5679852,
209270000,9583201,In Service,CAPTAIN ANTONIS,5BGV3,Cargo,2011-05,"43,022",Cyprus,5579107,
209272000,9482366,In Service,KL BARENTSFJORD,5BHC3,Supply,2011-06,"4,518",Cyprus,6273019,
209273000,,Not Found,ALSTERTAL,5BMF2,General Cargo,,,,,
209274000,,Not Found,PRINCE,5BZN4,Passenger,,,,,
209275000,9819882,In Service,KAIROS,5BZQ4,LPG Tanker,2018-10,"8,070",Cyprus,6036243,
209276000,9504035,In Service,WES CARINA,5BZP4,Container,2011-05,"10,585",Cyprus,6209781,
209278000,,Not Found,HUGO SCHULTE,5BZS4,Container,,,,,
209279000,9232163,In Service,EVNIA,5BJG3,Cargo,2003-08,"31,167",Cyprus,5614663,
209280000,,In Service,MARTHA SCHULTE,5BZT4,Container,,38,Cyprus,,
209281000,,Not Found,GIBRALTAR,5BHA3,Dredger,,,,,
209282000,9476458,In Service,DENITA WAVE,5BHB3,Cargo,2011-04,"51,255",Cyprus,5598720,
209283000,,Not Found,OPDR TENERIFE,5BEM3,Cargo,,,,,
209284000,,Not Found,TJALFE R,PCTO,Dredger,,,,,
209289000,9220976,In Service,UBC SAVANNAH,P3UW8,General Cargo,2000-10,"19,743",Cyprus,5849716,
209292000,9241102,In Service,POWER D,P3LK9,Tanker,,"161,306",Cyprus,,
209293000,,Not Found,ROSALIND FRANKLIN,SFZO,Passenger,,,,,
209294000,9334571,In Service,TWO MILLION WAYS,5BHK3,Oil Tanker,2008-02,"40,865",Cyprus,5848001,
209295000,,Not Found,LIBERTAS H,5BHM3,,,,,,
209296000,9535539,In Service,BEETHOVEN,5BAE5,Oil/Chemical Tanker,2009-12,"2,974",Cyprus,6040651,
209297000,9148192,In Service,FRI SKIEN,5BFF4,General Cargo,2000-01,"2,780",Cyprus,5526821,
209298000,,In Service,ENERGY R,P3LJ9,Oil Tanker,,"161,306",Cyprus,,
209299000,9111917,In Service,CAPE IOANNA,5BJH3,Cargo,,"87,799",Cyprus,,
209300000,,Not Found,ROBERT,5BJU3,Cargo,,,,,
209301000,,Not Found,ORALAKE,5BDM2,,,,,,
209304000,9617296,In Service,WILSON LIVERPOOL,5BJP3,General Cargo,,"2,589",Cyprus,,
209306000,9236133,In Service,GUANG RONG,5BJV3,General Cargo,2001-05,"5,264",Cyprus,6071680,
209309000,,Not Found,KONRAD SCHULTE,P3ZA9,Container,,,,,
209311000,,Not Found,WEC SOROLLA,5BHP3,Sailing Vessel,,,Cyprus,,
209312000,9613604,In Service,ONEGO BORA,5BJX3,General Cargo Ship	,2011-09,"5,338",Cyprus,5582481,
209313000,9109043,In Service,RIX LAKE,5BAM5,General Cargo,1995-04,"2,345",Cyprus,6044787,
209314000,9277345,In Service,JUTLAND,5BAN5,General Cargo,2004-07,"5,057",Cyprus,1793921,
209316000,,Not Found,SEATTLE,P3UX8,Bulk Carrier,,,,,
209317000,9309485,In Service,CYMONA STAR,C4GF2,Bulk Carrier,2006-01,"46,982",Cyprus,6114819,
209318000,9754446,In Service,SIGYN W,5BAP5,General Cargo,2018-08,"9,717",Cyprus,1598560,
209320000,9392951,In Service,SEA POLLOCK,5BDL2,N/A,2008,"2,160",Cyprus,,
209321000,9473250,In Service,CONDOR BILBAO,5BAR5,General Cargo,2012-01,"12,795",Cyprus,6041589,
209322000,,Not Found,ANNE SIBUM,C4YC2,Container,,,,,
209323000,,Not Found,SEAPEARL,5BEV3,N/A,,,,,
209324000,9473224,In Service,CONDOR VALPARAISO,5BAQ5,General Cargo,2011-05,"12,795",Cyprus,6041575,
209325000,9065948,In Service,RIX RIVER,P3LL5,General Cargo,1993-08,"2,446",Cyprus,6046338,
209330000,,In Service,CAPE BRAZILIA,5BJY3,Cargo,,"85,350",Cyprus,,
209331000,8773328,In Service,MAHARSHI DEVATREYA,5BCW3,Fishing Vessel	,2016-07,40,Cyprus	,4230132,
209332000,9167978,In Service,RIX PACIFIC,5BAV5,General Cargo        ,1998-01,"2,039",Cyprus	,6048851,
209333000,,Not Found,KAPITAN MASLOV,P3CG8,N/A,,,,,
209336000,9128403,In Service,RIX ALLIANCE,5BAZ5,General Cargo,1995-07,"2,061",Cyprus	,6050542,
209337000,,Not Found,LARKSPUR,5BJZ3,,,,,,
209339000,9813993,In Service,CONTAINERSHIPS NORD,5BBB5,Container Ship (Fully Cellular),2018-12,"17,982",Cyprus	,6302497,
209340000,,Not Found,MASTER,P3YC8,Cargo,,,,,
209341000,9535541,In Service,BERNSTEIN,5BBF5,Oil/Chemical Tanker,2010-04,"2,974",Cyprus	,6048100,
209343000,9575400,In Service,EDT LEON,5BFB3,N/A,2010-05,427,Cyprus	,5589298,
209345000,9373905,In Service,CONTSHIP NEW,5BBD5,Container,2007-08,"9,957",Cyprus	,5928428,
209348000,9498743,In Service,HEDY LAMARR,5BBG5,Passenger,2010-04,"26,375",Cyprus	,1151878,
209350000,9360984,In Service,IDUNA,C4UJ2,Container,,"7,112",Cyprus	,,
209351000,9768526,In Service,NIKOLAY ZUBOV,5BBL5,Oil Tanker,2019-01,"122,806",Cyprus	,6071676,
209355000,,Not Found,KRASZEWSKI,5BKF3,General Cargo,,,,,
209356000,9768394,In Service,BORIS DAVYDOV,5BBK5,LNG Tanker,2018-12,"122,806",Cyprus,6071662,
209357000,,Not Found,GERE R,5BBN5,Dredger,,,,,
209358000,,Not Found,FREKE R,5BBP5,General Cargo,,,,,
209360000,9546588,In Service,BOURBON LIBERTY 238,5BEL3,Other,2011-01,"1,733",Cyprus,6000007,
209361000,9436214,In Service,SAMSKIP INNOVATOR,5BEX3,Container,2011-01,"7,852",Cyprus,6242161,
209363000,9583196,In Service,MASTRO NIKOS,5BFH3,Bulk Carrier,2011-04,"43,022",Cyprus,5579084,
209366000,,Not Found,SZAFIR,5BFC3,Cargo,,,,,
209368000,,Active,GRANAT,5BFD3,Cargo,,,Cyprus,,
209369000,,Not Found,CSAV PANAMBY,C4LL2,,,,,,
209370000,9219252,Active,ST. MARY,C4LP2,Cargo,2001-01,"16,850",Cyprus,5230679,
209371000,,Not Found,JRS CANIS,C4LN2,Cargo,,,,,
209373000,9800635,In Service,STH MONTREAL,5BCF5,Bulk Carrier,,35,Cyprus,,
209375000,9150999,In Service,TARIFA JET,C4NX2,High Speed Craft,1997-05,"4,995",Cyprus,5231297,
209380000,9436290,In Service,SAMSKIP ENDEAVOUR,5BEY3,Container,2011-02,"7,852",Cyprus,5582429,
209381000,,Not Found,INDIA,H2PL,,,,,,
209384000,9402287,In Service,EMERALD,5BFE3,Cargo,2009-11,"93,712",Cyprus,4215189,
209385000,,Not Found,CSAV TUBUL,C4YD2,,,,,,
209387000,9817315,In Service,BORIS SOKOLOV,5BBS5,Oil Tanker,2018-12,"39,982",Cyprus,6057187,
209389000,,Not Found,VLADIVOSTOK,P3BJ8,N/A,,,,,
209390000,9718739,In Service,ARSINOE,5BBU5,Bulk Carrier,2015-01,"44,855",Cyprus,6040241,
209391000,9517458,In Service,BARTOK,5BBV5,Oil/Chemical Tanker,2009-08,"2,974",Cyprus,6059311,
209392000,9321823,In Service,SYLT EXPRESS,5BFF3,Passenger/Ro-Ro Ship (Vehicles),2005-07,"3,652",Cyprus,5518162,
209393000,9236080,In Service,UBC SACRAMENTO,P3CH9,Cargo,2001-10,"19,746",Cyprus,6272801,
209394000,,In Service,ANDES,5BFM3,Oil/Chemical Tanker,,"29,429",Cyprus,,
209398000,,Not Found,LAMNALCO TOUCAN,C4QT2,,,,,,
209402000,6616370,In Service,FRIGG R,5BLV3,Dredger,1966,382,Cyprus,,
209403000,9143805,In Service,NEONILA,5BCA5,General Cargo,1997-05,"3,850",Cyprus,5602691,
209405000,9112765,In Service,KATTEGAT,5BKX3,Passenger,1996-04,"14,379",Cyprus,5629745,
209406000,9540807,In Service,HIMALAYA,5BFL3,Oil Tanker,,"29,429",Cyprus,,
209409000,9397925,In Service,SEA STOAT,5BMH3,Tug,2009-01,329,Cyprus,5635046,
209411000,9376385,In Service,BELLEMAR,5BMA3,Bulk Carrier,2007-11,"42,702",Cyprus,5053986,
209412000,8706040,In Service,POSEIDON EXPRESS,5BCK5,Passenger,1990-12,"24,727",Cyprus,6058534,
209414000,9381299,In Service,EAGLE EXPLORER,5BCL5,Research,2009-02,"7,969",Cyprus,6065068,
209415000,9819052,In Service,GIOCONDA,5BCM5,Chemical Tanker,2018-08,"5,366",Cyprus,6058463,
209416000,9524152,In Service,MEDWAY,5BUD4,Dredger,2012-08,"6,725",Cyprus,5354961,
209419000,8526749,In Service,SUPER SHUTTLE,C4YY,Fishing,,,Cyprus,,
209422000,9221619,In Service,HISPANIA GRAECA,P3CR9,Cargo,,"39,035",Cyprus,,
209423000,9247754,In Service,MSC DARDANELLES,5BCQ5,Container,2003-04,"75,484",Cyprus,6069658,
209425000,9509803,In Service,WARNOW BOATSWAIN,5BMJ3,Cargo,2012-03,"17,068",Cyprus,5532241,
209428000,,Not Found,ORIENT DEFENDER,5BEZ3,Bulk Carrier,,,,,
209430000,9453406,In Service,MYKONOS WAVE,5BMN3,Bulk Carrier,2012-02,"47,984",Cyprus,5623012,
209431000,,Not Found,ARUN,5BMR3,Bulk Carrier,,,,,
209432000,,Not Found,WILSON SKY,P3VJ8,General Cargo,,,,,
209433000,,Not Found,ATLANTIS PRIDE,P3VK8,Cargo,,,,,
209437000,9148790,In Service,CAPE CANADA,5BMP3,Cargo,1997-10,"3,838",Cyprus,6059223,
209438000,9309497,In Service,MARINA,C4GG2,Cargo,2006-01,"46,982",Cyprus,4109720,
209439000,,Not Found,MCP VILLACH,5BKJ2,General Cargo,,,,,
209440000,9151008,In Service,CHAMPION JET 1,P3JE3,High Speed Craft,1997-06,"5,007",Cyprus,5845404,
209442000,9555436,In Service,MCP PAPHOS,5BRR2,General Cargo Ship	,2009-07,"5,338",Cyprus,6127651,
209443000,9638173,In Service,CYMONA ENERGY,5BMQ4,Bulk Carrier,2012-11,"40,329",Cyprus,6184022,
209445000,8719102,In Service,KEY STAR,5BFN3,Chemical Tanker,1992-06,"2,160",Cyprus,1560141,
209446000,,Not Found,CHEMTRANS NOVA,5BDB5,Oil Tanker,,,,,
209447000,9229635,In Service,ADRIATICA GRAECA,P3HM9,Bulk Carrier,2002-07,"39,035",Cyprus,5053252,
209448000,,Not Found,PANTELIS,P3UJ9,Oil Tanker,,,,,
209449000,9583861,In Service,ROCKPIPER,5BML3,Pipe Burying vessel,2012-02,"30,601",Cyprus,5532811,
209452000,9155418,In Service,VALENTINA,P3EH8,General Cargo,1999-02,"4,115",Cyprus,5876786,
209454000,,In Service,MOUNT OLYMPUS,P3QB9,Tanker,2003,"22,515",Cyprus,,
209455000,9482342,In Service,KL BRISFJORD,5BFR3,Supply,2011-01,"4,518",Cyprus,6273019,
209456000,,Not Found,SCOTER,5BFS3,Bulk Carrier,,,,,
209462000,9498755,In Service,HYPATIA DEALEJANDRIA,5BDE5,Passenger,2019-01,"28,658",Cyprus,1151878,
209463000,,Not Found,BLUEWING,P3CU9,Bulk Carrier,,,,,
209464000,,Not Found,KAPITAN AFANASYEV,P3XL7,Cargo,,,,,
209466000,8413021,In Service,DARYA MAAN,P3RS8,N/A,,"10,733",Cyprus,,
209467000,9483671,In Service,X-PRESS AGILITY,5BMB3,Container,2010-10,"10,318",Cyprus,5902117,
209468000,,Not Found,RIX RUBY,P3FF6,General Cargo,,,,,
209469000,9132454,In Service,FAIRWAY,5BMQ3,N/A,1997-06,"33,423",Cyprus,5354961,
209470000,9247742,In Service,MSC BOSPHORUS,5BDF5,Container,2003-02,"75,484",Cyprus,6076014,
209477000,,Not Found,GANYMEDE,P3FL9,,,,,,
209478000,,Not Found,PANTONIO,C4YG2,Container,,,,,
209479000,9524231,In Service,SPIRIT OF BRITAIN,5BDG5,Passenger,2011-01,"47,592",Cyprus,6079291,
209481000,9087726,In Service,RIGEL VII,5BDM5,Passenger,1994-03,"9,917",Cyprus,6078510,
209485000,9296066,In Service,MEGALOHARI,5BCK2,Not Conflict,2004-06,"39,727",Cyprus,5368908,
209486000,9372004,In Service,LEOPOLD STAFF,P3XQ9,Cargo,2008-04,"5,536",Cyprus,6080382,
209487000,,Not Found,FRI LANGESUND,5BFE4,General Cargo,,,,,
209488000,9190183,In Service,FRI BREVIK,5BFH4,General Cargo,2001-03,"2,868",Cyprus,5548250,
209489000,7423081,In Service,JOIDES RESOLUTION,5BMM3,Drilling Ship	,1978-02,"10,282",Cyprus,6091095,
209490000,9533816,In Service,SPIRIT OF FRANCE,5BDN5,Passenger,2012-01,"47,592",Cyprus,6079291,
209492000,9835161,In Service,ARION SB,C4HS2,Tug,2018-11,234,Cyprus,5813514,
209495000,,Not Found,UAL COBURG,P3CV9,,,,,,
209496000,9031686,In Service,AMAL,5BDQ5,Passenger,1993-06,"14,472",Cyprus,6081329,
209501000,9517434,In Service,CONTSHIP GIN,5BDR5,Container,,16,Cyprus,,
209503000,9071698,In Service,HARKRIPA,P3BJ5,Bulk Carrier,1993,"31,806",Cyprus,,
209505000,9007295,In Service,PRIDE OF CANTERBURY,5BDW5,Passenger,1991-12,"30,635",Cyprus,6079291,
209506000,9113733,In Service,ATLANTIC COMET,C4BP2,Container,,"3,999",Cyprus,,
209507000,9458028,In Service,AMARANTH,5BDX5,Oil/Chemical Tanker,2008-11,"4,269",Cyprus,5350371,
209508000,9804033,In Service,YURIY KUCHIEV,5BDY5,Oil Tanker,2019-08,"39,594",Cyprus,6084059,
209510000,7602120,In Service,AURELIA,5BBE2,Passenger,1980-11,"21,518",Cyprus,1704816,
209511000,8020599,In Service,AKRITAS,5BEC5,Vehicles Carrier,1982-06,"20,381",Cyprus,6083841,
209512000,9015266,In Service,PRIDE OF KENT,5BEB5,Passenger,1992-06,"30,635",Cyprus,6079291,
209513000,9116113,In Service,OCEAN PEARL,5BED5,Cargo,1996-03,"4,112",Cyprus,1151878,
209514000,9290153,In Service,SPITHA,C4BV2,Cargo,2005-04,"41,059",Cyprus,4085842,
209515000,9814002,In Service,CONTAINERSHIPS POLAR,5BEG5,General Cargo,2019-05,"17,982",Cyprus,6083311,
209523000,,Not Found,ARCTECH HELSINKI 507,5BNA3,,,,,,
209524000,,Not Found,ALORA,5BQP2,Tanker,,,,,
209525000,9851751,In Service,AALBORG WHITE,5BEH5,Cement Carrier,2019-05,"2,627",Cyprus,6083413,
209526000,,Not Found,HECTOR,C4LM2,,,,,,
209528000,,Not Found,EUROPEAN SEAWAY,5BEJ5,Passenger,,,,,
209529000,9015254,In Service,PRIDE OF BURGUNDY,5BEK5,Passenger,1993,"28,138",Cyprus,,
209530000,9361378,In Service,AMISIA,5BEM5,General Cargo,2008-07,"3,990",Cyprus,6084147,
